# language_name: Kannada
# code: kannada
# iso639: kan
# script: Kannada
# speakers: 60 million
construct_id,native_keyword,romenagri,note
KW_WHERE,ಎಲ್ಲಿ,elli,where
KW_DATA,ದತ್ತಾಂಶ,dattaa_nsha,data
KW_TYPE,ಪ್ರಕಾರ,prakaara,type
KW_MODULE,ಘಟಕ,ghataka,module
KW_RULE,ನಿಯಮ,niyama,rule
KW_FACT,ಸತ್ಯ,satya,fact
KW_QUERY,ಪ್ರಶ್ನೆ,prashne,query
KW_NOT,ಅಲ್ಲ,alla,not
KW_AND,ಮತ್ತು,mattu,and
KW_OR,ಅಥವಾ,athavaa,or
KW_THREAD,ಎಳೆ,ele,thread
KW_SPAWN,ಸೃಷ್ಟಿಸು,sr_stisu,spawn
KW_LOCK,ಬೀಗ,biiga,lock
KW_SYNC,ಸಮಕಾಲೀಕರಣ,samakaaliikara_na,synchronized
KW_CHANNEL,ಮಾರ್ಗ,maarga,channel
KW_SELECT,ಆರಿಸು,aarisu,select
KW_PTR,ಸೂಚಕ,suucaka,pointer
KW_REF,ಉಲ್ಲೇಖ,ulleekha,ref
KW_ALLOC,ಹಂಚಿಕೆ,ha_ncike,alloc
KW_FREE,ಬಿಡುಗಡೆ,bidugade,free
KW_SIZEOF,ಗಾತ್ರ,gaatra,sizeof
KW_STRUCT,ರಚನೆ,racane,struct
KW_UNION,ಒಕ್ಕೂಟ,okkuuta,union
KW_ENUM,ಎಣಿಕೆ,e_nike,enum
KW_TYPEDEF,ಪ್ರಕಾರವ್ಯಾಖ್ಯೆ,prakaaravyaakhye,typedef
KW_VOLATILE,ಅಸ್ಥಿರ,asthira,volatile
KW_REGISTER,ನೋಂದಣಿ,nau_nda_ni,register
KW_EXTERN,ಬಾಹ್ಯ,baahya,extern
KW_INLINE,ಸಾಲೊಳಗೆ,saalolage,inline
KW_ENTITY,ಅಸ್ತಿತ್ವ,astitva,entity
KW_ARCH,ವಾಸ್ತುಶಿಲ್ಪ,vaastushilpa,architecture
KW_SIGNAL,ಸಂಕೇತ,sa_nkeeta,signal
KW_PORT,ಬಂದರು,ba_ndaru,port
KW_WIRE,ತಂತಿ,ta_nti,wire
KW_REG,ನೋಂದಕ,nau_ndaka,reg
KW_MODULE_HW,ಭಾಗ,bhaaga,module
KW_ALWAYS,ಯಾವಾಗಲೂ,yaavaagaluu,always
KW_ASSIGN,ನಿಯೋಜಿಸು,niyaujisu,assign
KW_BEGIN,ಪ್ರಾರಂಭ,praara_mbha,begin
KW_END,ಅಂತ್ಯ,a_ntya,end
KW_TRY,ಪ್ರಯತ್ನಿಸು,prayatnisu,try
KW_CATCH,ಹಿಡಿ,hidi,catch
KW_FINALLY,ಕೊನೆಗೆ,konege,finally
KW_THROW,ಎಸೆ,ese,throw
KW_RAISE,ಎತ್ತು,ettu,raise
KW_EXCEPT,ಅಪವಾದ,apavaada,except
KW_IMPORT,ಆಮದು,aamadu,import
KW_EXPORT,ರಫ್ತು,raphtu,export
KW_PACKAGE,ಪೊಟ್ಟಣ,pottana,package
KW_NAMESPACE,ನಾಮಾಕಾಶ,naamaakaasha,tatsama<sanskrit
KW_USE,ಉಪಯೋಗ,upayauga,tatsama<sanskrit
KW_INCLUDE,ಅನ್ತರ್ಭಾವ,antarbhaava,tatsama<sanskrit
KW_FROM,ತಃ,ta_h,tatsama<sanskrit
KW_AS,ಇವ,iva,tatsama<sanskrit
KW_KERNEL,ಬೀಜ,biija,tatsama<sanskrit
KW_DEVICE,ಯನ್ತ್ರ,yantra,tatsama<sanskrit
KW_HOST,ಆತಿಥೇಯ,aatitheeya,tatsama<sanskrit
KW_GLOBAL,ವೈಶ್ವಿಕ,vaishvika,tatsama<sanskrit
KW_SHARED,ಸಹಭಾಜಿತ,sahabhaajita,tatsama<sanskrit
KW_THREADIDX,ತನ್ತ್ವಙ್ಕ,tantva_nka,tatsama<sanskrit
KW_BLOCKIDX,ಖಣ್ಡಾಙ್ಕ,kha_ndaa_nka,tatsama<sanskrit
KW_GRID,ಜಾಲ,jaala,tatsama<sanskrit
KW_BARRIER,ಅವರೋಧ,avaurudha,tatsama<sanskrit
KW_ATOMIC,ಆಣವಿಕ,aa_navika,tatsama<sanskrit
KW_WARP,ತನ್ತುಸಮೂಹ,tantusamuuha,tatsama<sanskrit
KW_TENSOR,ಪ್ರದಿಶ,pradisha,tatsama<sanskrit
KW_MATRIX,ಆವ್ಯೂಹ,aavyuuha,tatsama<sanskrit
KW_VECTOR,ಸದಿಶ,sadisha,tatsama<sanskrit
KW_GRAD,ಪ್ರವಣತಾ,prava_nataa,tatsama<sanskrit
KW_BACKPROP,ಪ್ರತಿಪ್ರಸಾರ,pratiprasaara,tatsama<sanskrit
KW_FORWARD,ಅಗ್ರಪ್ರಸಾರ,agraprasaara,tatsama<sanskrit
KW_LAYER,ಸ್ತರ,stara,tatsama<sanskrit
KW_MODEL,ಪ್ರತಿಮಾನ,pratimaana,tatsama<sanskrit
KW_TRAIN,ಪ್ರಶಿಕ್ಷಣ,prashik_sa_na,tatsama<sanskrit
KW_INFER,ಅನುಮಾನ,anumaana,tatsama<sanskrit
KW_LOSS,ಹಾನಿ,haani,tatsama<sanskrit
KW_OPTIMIZE,ಅನುಕೂಲನ,anukuulana,tatsama<sanskrit
KW_ACTIVATION,ಸಕ್ರಿಯಣ,sakriya_na,tatsama<sanskrit
KW_WEIGHT,ಭಾರ,bhaara,tatsama<sanskrit
KW_BIAS,ಪಕ್ಷಪಾತ,pak_sapaata,tatsama<sanskrit
KW_EPOCH,ಕಲ್ಪ,kalpa,tatsama<sanskrit
KW_BATCH,ಪುಞ್ಜ,pu_nja,tatsama<sanskrit
KW_DATASET,ದತ್ತಸಮೂಹ,dattasamuuha,tatsama<sanskrit
KW_EMBED,ನಿವೇಶನ,niveeshana,tatsama<sanskrit
KW_ATTENTION,ಅವಧಾನ,avadhaana,tatsama<sanskrit
KW_PIN,ಕೀಲಕ,kiilaka,tatsama<sanskrit
KW_READ,ಪಠ,patha,tatsama<sanskrit
KW_WRITE,ಲಿಖ,likha,tatsama<sanskrit
KW_ANALOG,ಸದೃಶ,sadr_sha,tatsama<sanskrit
KW_DIGITAL,ಅಙ್ಕೀಯ,a_nkiiya,tatsama<sanskrit
KW_PWM,ಸ್ಪನ್ದವಿಸ್ತಾರ,spandavistaara,tatsama<sanskrit
KW_INTERRUPT,ವಿಘ್ನ,vighna,tatsama<sanskrit
KW_TIMER,ಕಾಲಯನ್ತ್ರ,kaalayantra,tatsama<sanskrit
KW_SENSOR,ಸಂವೇದಕ,sa_nveedaka,tatsama<sanskrit
KW_ACTUATOR,ಪ್ರವರ್ತಕ,pravartaka,tatsama<sanskrit
KW_BUS,ಮಾರ್ಗ,maarga,tatsama<sanskrit
KW_PROTOCOL,ನಿಯಮಾವಲೀ,niyamaavalii,tatsama<sanskrit
KW_SLEEP,ಸುಷುಪ್ತಿ,su_supti,tatsama<sanskrit
KW_WAKE,ಜಾಗೃ,jaagr_,tatsama<sanskrit
KW_MOTOR,ಚಾಲಕ,caalaka,tatsama<sanskrit
KW_SERVO,ಅನುಚಾಲಕ,anucaalaka,tatsama<sanskrit
KW_JOINT,ಸನ್ಧಿ,sandhi,tatsama<sanskrit
KW_POSE,ಮುದ್ರಾ,mudraa,tatsama<sanskrit
KW_TRAJECTORY,ಪ್ರಕ್ಷೇಪಪಥ,prak_seepapatha,tatsama<sanskrit
KW_FEEDBACK,ಪ್ರತಿಪುಷ್ಟಿ,pratipu_sti,tatsama<sanskrit
KW_PID,ನಿಯನ್ತ್ರಕ,niyantraka,tatsama<sanskrit
KW_DEADLINE,ಕಾಲಸೀಮಾ,kaalasiimaa,tatsama<sanskrit
KW_PERIODIC,ಆವರ್ತಿಕ,aavartika,tatsama<sanskrit
KW_PRIORITY,ಪ್ರಾಥಮ್ಯ,praathamya,tatsama<sanskrit
KW_ACTUATE,ಪ್ರವರ್ತಯ,pravartaya,tatsama<sanskrit
KW_PERCEIVE,ಪ್ರತ್ಯಕ್ಷ,pratyak_sa,tatsama<sanskrit
KW_PLAN,ಯೋಜನಾ,yaujanaa,tatsama<sanskrit
KW_STREAM,ಧಾರಾ,dhaaraa,tatsama<sanskrit
KW_PIPE,ಪ್ರಣಾಲ,pra_naala,tatsama<sanskrit
KW_MAP,ಪ್ರತಿಚಿತ್ರ,praticitra,tatsama<sanskrit
KW_FILTER,ಛಾಲ,chaala,tatsama<sanskrit
KW_REDUCE,ನ್ಯೂನೀಕೃ,nyuuniikr_,tatsama<sanskrit
KW_FOLD,ಸಂವೇಷ್ಟ,sa_nvee_sta,tatsama<sanskrit
KW_OBSERVE,ನಿರೀಕ್ಷ,niriik_sa,tatsama<sanskrit
KW_EMIT,ಉತ್ಸೃಜ,utsr_ja,tatsama<sanskrit
KW_SUBSCRIBE,ಅಭಿನಿವೇಶ,abhiniveesha,tatsama<sanskrit
KW_DEBOUNCE,ಸ್ಪನ್ದಶೋಧನ,spandashaudhana,tatsama<sanskrit
KW_OWN,ಸ್ವಾಮಿತ್ವ,svaamitva,tatsama<sanskrit
KW_BORROW,ಋಣ,r_na,tatsama<sanskrit
KW_MOVE,ಸ್ಥಾನಾನ್ತರ,sthaanaantara,tatsama<sanskrit
KW_MUT,ಪರಿವರ್ತ್ಯ,parivartya,tatsama<sanskrit
KW_LIFETIME,ಆಯುಷ್ಕಾಲ,aayu_skaala,tatsama<sanskrit
KW_ARENA,ಕ್ಷೇತ್ರ,k_seetra,tatsama<sanskrit
KW_GC,ಮಲಸಂಗ್ರಹ,malasa_ngraha,tatsama<sanskrit
KW_PIN_MEM,ಸ್ಮೃತಿಕೀಲಕ,smr_tikiilaka,tatsama<sanskrit
KW_REQUIRES,ಅಪೇಕ್ಷತೇ,apeek_satee,tatsama<sanskrit
KW_ENSURES,ಸುನಿಶ್ಚಯತಿ,sunishcayati,tatsama<sanskrit
KW_INVARIANT,ಅಪರಿವರ್ತ್ಯ,aparivartya,tatsama<sanskrit
KW_ASSERT,ಪ್ರತಿಜ್ಞಾ,pratijnyaa,tatsama<sanskrit
KW_ASSUME,ಅಧ್ಯವಸ್ಯತಿ,adhyavasyati,tatsama<sanskrit
KW_PROVE,ಸಾಧಯತಿ,saadhayati,tatsama<sanskrit
KW_REFINES,ಪರಿಷ್ಕರೋತಿ,pari_skarauti,tatsama<sanskrit
KW_MODEL_CHECK,ಪ್ರತಿಮಾನಪರೀಕ್ಷಾ,pratimaanapariik_saa,tatsama<sanskrit
KW_NODE,ಗ್ರನ್ಥಿ,granthi,tatsama<sanskrit
KW_REPLICA,ಪ್ರತಿಕೃತಿ,pratikr_ti,tatsama<sanskrit
KW_CONSENSUS,ಸರ್ವಸಮ್ಮತಿ,sarvasammati,tatsama<sanskrit
KW_SHARD,ಖಣ್ಡ,kha_nda,tatsama<sanskrit
KW_GOSSIP,ಜನವಾದ,janavaada,tatsama<sanskrit
KW_LEADER,ನಾಯಕ,naayaka,tatsama<sanskrit
KW_RPC,ದೂರಪ್ರಕ್ರಿಯಾ,duuraprakriyaa,tatsama<sanskrit
KW_ACTOR,ಕರ್ತೃ,kartr_,tatsama<sanskrit
KW_MESSAGE,ಸನ್ದೇಶ,sandeesha,tatsama<sanskrit
