# language_name: Sanskrit
# code: sanskrit
# iso639: san
# script: Devanagari
# speakers: liturgical + scholarly (classical)
construct_id,native_keyword,romenagri,note
KW_JOINT,सन्धि,sandhi,joint
KW_POSE,मुद्रा,mudraa,pose
KW_TRAJECTORY,प्रक्षेपपथ,prak_seepapatha,trajectory
KW_FEEDBACK,प्रतिपुष्टि,pratipu_sti,feedback
KW_PID,नियन्त्रक,niyantraka,pid
KW_DEADLINE,कालसीमा,kaalasiimaa,deadline
KW_PERIODIC,आवर्तिक,aavartika,periodic
KW_PRIORITY,प्राथम्य,praathamya,priority
KW_ACTUATE,प्रवर्तय,pravartaya,actuate
KW_PERCEIVE,प्रत्यक्ष,pratyak_sa,perceive
KW_PLAN,योजना,yaujanaa,plan
KW_STREAM,धारा,dhaaraa,stream
KW_PIPE,प्रणाल,pra_naala,pipe
KW_MAP,प्रतिचित्र,praticitra,map
KW_FILTER,छाल,chaala,filter
KW_REDUCE,न्यूनीकृ,nyuuniikr_,reduce
KW_FOLD,संवेष्ट,sa_nvee_sta,fold
KW_OBSERVE,निरीक्ष,niriik_sa,observe
KW_EMIT,उत्सृज,utsr_ja,emit
KW_SUBSCRIBE,अभिनिवेश,abhiniveesha,subscribe
KW_DEBOUNCE,स्पन्दशोधन,spandashaudhana,debounce
KW_OWN,स्वामित्व,svaamitva,own
KW_BORROW,ऋण,r_na,borrow
KW_MOVE,स्थानान्तर,sthaanaantara,move
KW_MUT,परिवर्त्य,parivartya,mut
KW_LIFETIME,आयुष्काल,aayu_skaala,lifetime
KW_ARENA,क्षेत्र,k_seetra,arena
KW_GC,मलसंग्रह,malasa_ngraha,gc
KW_PIN_MEM,स्मृतिकीलक,smr_tikiilaka,pin memory
KW_REQUIRES,अपेक्षते,apeek_satee,requires
KW_ENSURES,सुनिश्चयति,sunishcayati,ensures
KW_INVARIANT,अपरिवर्त्य,aparivartya,invariant
KW_ASSERT,प्रतिज्ञा,pratijnyaa,assert
KW_ASSUME,अध्यवस्यति,adhyavasyati,assume
KW_PROVE,साधयति,saadhayati,prove
KW_REFINES,परिष्करोति,pari_skarauti,refines
KW_MODEL_CHECK,प्रतिमानपरीक्षा,pratimaanapariik_saa,model check
KW_NODE,ग्रन्थि,granthi,node
KW_REPLICA,प्रतिकृति,pratikr_ti,replica
KW_CONSENSUS,सर्वसम्मति,sarvasammati,consensus
KW_SHARD,खण्ड,kha_nda,shard
KW_GOSSIP,जनवाद,janavaada,gossip
KW_LEADER,नायक,naayaka,leader
KW_RPC,दूरप्रक्रिया,duuraprakriyaa,rpc
KW_ACTOR,कर्तृ,kartr_,actor
KW_MESSAGE,सन्देश,sandeesha,message
