# language_name: Malayalam
# code: malayalam
# iso639: mal
# script: Malayalam
# speakers: 38 million
construct_id,native_keyword,romenagri,note
KW_WRITE,ലിഖ,likha,tatsama<sanskrit
KW_ANALOG,സദൃശ,sadr_sha,tatsama<sanskrit
KW_DIGITAL,അങ്കീയ,a_nkiiya,tatsama<sanskrit
KW_PWM,സ്പന്ദവിസ്താര,spandavistaara,tatsama<sanskrit
KW_INTERRUPT,വിഘ്ന,vighna,tatsama<sanskrit
KW_TIMER,കാലയന്ത്ര,kaalayantra,tatsama<sanskrit
KW_SENSOR,സംവേദക,sa_nveedaka,tatsama<sanskrit
KW_ACTUATOR,പ്രവര്തക,pravartaka,tatsama<sanskrit
KW_BUS,മാര്ഗ,maarga,tatsama<sanskrit
KW_PROTOCOL,നിയമാവലീ,niyamaavalii,tatsama<sanskrit
KW_SLEEP,സുഷുപ്തി,su_supti,tatsama<sanskrit
KW_WAKE,ജാഗൃ,jaagr_,tatsama<sanskrit
KW_MOTOR,ചാലക,caalaka,tatsama<sanskrit
KW_SERVO,അനുചാലക,anucaalaka,tatsama<sanskrit
KW_JOINT,സന്ധി,sandhi,tatsama<sanskrit
KW_POSE,മുദ്രാ,mudraa,tatsama<sanskrit
KW_TRAJECTORY,പ്രക്ഷേപപഥ,prak_seepapatha,tatsama<sanskrit
KW_FEEDBACK,പ്രതിപുഷ്ടി,pratipu_sti,tatsama<sanskrit
KW_PID,നിയന്ത്രക,niyantraka,tatsama<sanskrit
KW_DEADLINE,കാലസീമാ,kaalasiimaa,tatsama<sanskrit
KW_PERIODIC,ആവര്തിക,aavartika,tatsama<sanskrit
KW_PRIORITY,പ്രാഥമ്യ,praathamya,tatsama<sanskrit
KW_ACTUATE,പ്രവര്തയ,pravartaya,tatsama<sanskrit
KW_PERCEIVE,പ്രത്യക്ഷ,pratyak_sa,tatsama<sanskrit
KW_PLAN,യോജനാ,yaujanaa,tatsama<sanskrit
KW_STREAM,ധാരാ,dhaaraa,tatsama<sanskrit
KW_PIPE,പ്രണാല,pra_naala,tatsama<sanskrit
KW_MAP,പ്രതിചിത്ര,praticitra,tatsama<sanskrit
KW_FILTER,ഛാല,chaala,tatsama<sanskrit
KW_REDUCE,ന്യൂനീകൃ,nyuuniikr_,tatsama<sanskrit
KW_FOLD,സംവേഷ്ട,sa_nvee_sta,tatsama<sanskrit
KW_OBSERVE,നിരീക്ഷ,niriik_sa,tatsama<sanskrit
KW_EMIT,ഉത്സൃജ,utsr_ja,tatsama<sanskrit
KW_SUBSCRIBE,അഭിനിവേശ,abhiniveesha,tatsama<sanskrit
KW_DEBOUNCE,സ്പന്ദശോധന,spandashaudhana,tatsama<sanskrit
KW_OWN,സ്വാമിത്വ,svaamitva,tatsama<sanskrit
KW_BORROW,ഋണ,r_na,tatsama<sanskrit
KW_MOVE,സ്ഥാനാന്തര,sthaanaantara,tatsama<sanskrit
KW_MUT,പരിവര്ത്യ,parivartya,tatsama<sanskrit
KW_LIFETIME,ആയുഷ്കാല,aayu_skaala,tatsama<sanskrit
KW_ARENA,ക്ഷേത്ര,k_seetra,tatsama<sanskrit
KW_GC,മലസംഗ്രഹ,malasa_ngraha,tatsama<sanskrit
KW_PIN_MEM,സ്മൃതികീലക,smr_tikiilaka,tatsama<sanskrit
KW_REQUIRES,അപേക്ഷതേ,apeek_satee,tatsama<sanskrit
KW_ENSURES,സുനിശ്ചയതി,sunishcayati,tatsama<sanskrit
KW_INVARIANT,അപരിവര്ത്യ,aparivartya,tatsama<sanskrit
KW_ASSERT,പ്രതിജ്ഞാ,pratijnyaa,tatsama<sanskrit
KW_ASSUME,അധ്യവസ്യതി,adhyavasyati,tatsama<sanskrit
KW_PROVE,സാധയതി,saadhayati,tatsama<sanskrit
KW_REFINES,പരിഷ്കരോതി,pari_skarauti,tatsama<sanskrit
KW_MODEL_CHECK,പ്രതിമാനപരീക്ഷാ,pratimaanapariik_saa,tatsama<sanskrit
KW_NODE,ഗ്രന്ഥി,granthi,tatsama<sanskrit
KW_REPLICA,പ്രതികൃതി,pratikr_ti,tatsama<sanskrit
KW_CONSENSUS,സര്വസമ്മതി,sarvasammati,tatsama<sanskrit
KW_SHARD,ഖണ്ഡ,kha_nda,tatsama<sanskrit
KW_GOSSIP,ജനവാദ,janavaada,tatsama<sanskrit
KW_LEADER,നായക,naayaka,tatsama<sanskrit
KW_RPC,ദൂരപ്രക്രിയാ,duuraprakriyaa,tatsama<sanskrit
KW_ACTOR,കര്തൃ,kartr_,tatsama<sanskrit
KW_MESSAGE,സന്ദേശ,sandeesha,tatsama<sanskrit
