# language_name: Hindi
# code: hindi
# iso639: hin
# script: Devanagari
# speakers: 600 million
construct_id,native_keyword,romenagri,note
KW_TRAJECTORY,प्रक्षेपपथ,prak_seepapatha,trajectory
KW_FEEDBACK,प्रतिपुष्टि,pratipu_sti,feedback
KW_PID,पीआईडी,piiaaiidii,pid
KW_DEADLINE,समयसीमा,samayasiimaa,deadline
KW_PERIODIC,आवर्ती,aavartii,periodic
KW_PRIORITY,प्राथमिकता,praathamikataa,priority
KW_ACTUATE,प्रवर्तन,pravartana,actuate
KW_PERCEIVE,प्रत्यक्षण,pratyak_sa_na,perceive
KW_PLAN,योजना,yaujanaa,plan
KW_STREAM,धारा,dhaaraa,stream
KW_PIPE,नाली,naalii,pipe
KW_MAP,मानचित्र,maanacitra,map
KW_FILTER,छानो,chaanau,filter
KW_REDUCE,घटाओ,ghataaau,reduce
KW_FOLD,मोड़ो,mau_dau,fold
KW_OBSERVE,निरीक्षण,niriik_sa_na,observe
KW_EMIT,उत्सर्जन,utsarjana,emit
KW_SUBSCRIBE,अभिदान,abhidaana,subscribe
KW_DEBOUNCE,विस्पंदन,vispa_ndana,debounce
KW_OWN,स्वामित्व,svaamitva,own
KW_BORROW,उधार,udhaara,borrow
KW_MOVE,स्थानांतर,sthaanaa_ntara,move
KW_MUT,परिवर्ती,parivartii,mut
KW_LIFETIME,जीवनकाल,jiivanakaala,lifetime
KW_ARENA,क्षेत्र,k_seetra,arena
KW_GC,कचरासंग्रह,kacaraasa_ngraha,gc
KW_PIN_MEM,स्मृतिपिन,smr_tipina,pin memory
KW_REQUIRES,अपेक्षित,apeek_sita,requires
KW_ENSURES,सुनिश्चित,sunishcita,ensures
KW_INVARIANT,अचर,acara,invariant
KW_ASSERT,दृढ़कथन,dr_dakathana,assert
KW_ASSUME,मानना,maananaa,assume
KW_PROVE,सिद्ध,siddha,prove
KW_REFINES,परिष्कृत,pari_skr_ta,refines
KW_MODEL_CHECK,प्रतिमानजाँच,pratimaanajaa_nca,model check
KW_NODE,गाँठ,gaa_ntha,node
KW_REPLICA,प्रतिकृति,pratikr_ti,replica
KW_CONSENSUS,सर्वसम्मति,sarvasammati,consensus
KW_SHARD,खंड,kha_nda,shard
KW_GOSSIP,जनश्रुति,janashruti,gossip
KW_LEADER,नेता,neetaa,leader
KW_RPC,दूरप्रक्रिया,duuraprakriyaa,rpc
KW_ACTOR,कर्ता,kartaa,actor
KW_MESSAGE,संदेश,sa_ndeesha,message
